timestamp,scan_shift,scan_leader,part_number,PO_number,pallet_label,box_label,qty_in_box,status,prod_date,prod_shift
2025-01-01 14:00:00,Afternoon,Alex,100005058.00.05,4000001,7000172,7000241,15,Списано,01.01.2025,Afternoon
2025-01-01 14:06:00,Afternoon,Alex,100005058.00.05,4000001,7000172,7000242,15,Списано,01.01.2025,Afternoon
2025-01-01 14:12:00,Afternoon,Alex,100005058.00.05,4000001,7000172,7000243,15,Списано,01.01.2025,Afternoon
2025-01-01 14:18:00,Afternoon,Alex,100005058.00.05,4000001,7000172,7000244,15,Списано,01.01.2025,Afternoon
2025-01-01 14:24:00,Afternoon,Alex,100005058.00.05,4000001,7000172,7000245,15,Списано,01.01.2025,Afternoon
2025-01-01 14:30:00,Afternoon,Alex,100005058.00.05,4000001,7000172,7000246,15,Списано,01.01.2025,Afternoon
2025-01-01 14:36:00,Afternoon,Alex,100005058.00.05,4000001,7000172,7000247,15,Списано,01.01.2025,Afternoon
2025-01-01 14:42:00,Afternoon,Alex,100005058.00.05,4000001,7000172,7000248,15,Списано,01.01.2025,Afternoon
2025-01-01 14:48:00,Afternoon,Alex,100005058.00.05,4000001,7000172,7000249,15,Списано,01.01.2025,Afternoon
2025-01-01 14:54:00,Afternoon,Alex,100005058.00.05,4000001,7000250,7000251,15,Списано,01.01.2025,Afternoon
2025-01-01 15:00:00,Afternoon,Alex,100005058.00.05,4000001,7000250,7000252,15,Списано,01.01.2025,Afternoon
2025-01-01 15:06:00,Afternoon,Alex,100005058.00.05,4000001,7000250,7000253,15,Списано,01.01.2025,Afternoon
2025-01-01 15:12:00,Afternoon,Alex,100005058.00.05,4000001,7000250,7000254,15,Списано,01.01.2025,Afternoon
2025-01-01 15:18:00,Afternoon,Alex,100005058.00.05,4000001,7000250,7000256,15,Списано,01.01.2025,Afternoon
2025-01-01 15:24:00,Afternoon,Alex,100005058.00.05,4000001,7000250,7000257,15,Списано,01.01.2025,Afternoon
2025-01-01 15:30:00,Afternoon,Alex,100005058.00.05,4000001,7000250,7000258,15,Списано,01.01.2025,Afternoon
2025-01-01 15:36:00,Afternoon,Alex,100005058.00.05,4000001,7000250,7000259,15,Списано,01.01.2025,Afternoon
2025-01-01 15:42:00,Afternoon,Alex,100005058.00.05,4000001,7000250,7000260,15,Списано,01.01.2025,Afternoon
2025-01-01 15:48:00,Afternoon,Alex,100005058.00.05,4000001,7000250,7000261,15,Списано,01.01.2025,Afternoon
2025-01-01 15:54:00,Afternoon,Alex,100005058.00.05,4000001,7000250,7000263,15,Списано,01.01.2025,Afternoon
2025-01-01 16:00:00,Afternoon,Alex,100005058.00.05,4000001,7000250,7000264,15,Списано,01.01.2025,Afternoon
2025-01-01 16:06:00,Afternoon,Alex,100005058.00.05,4000001,7000265,7000266,15,Списано,01.01.2025,Afternoon
2025-01-01 16:12:00,Afternoon,Alex,100005058.00.05,4000001,7000265,7000267,15,Списано,01.01.2025,Afternoon
2025-01-01 16:18:00,Afternoon,Alex,100005058.00.05,4000001,7000265,7000268,15,Списано,01.01.2025,Afternoon
2025-01-01 16:24:00,Afternoon,Alex,100005058.00.05,4000001,7000265,7000269,15,Списано,01.01.2025,Afternoon
2025-01-01 16:30:00,Afternoon,Alex,100005058.00.05,4000001,7000265,7000270,15,Списано,01.01.2025,Afternoon
2025-01-01 16:36:00,Afternoon,Alex,100005058.00.05,4000001,7000265,7000271,15,Списано,01.01.2025,Afternoon
2025-01-01 16:42:00,Afternoon,Alex,100005058.00.05,4000001,7000265,7000272,15,Списано,01.01.2025,Afternoon
2025-01-01 16:48:00,Afternoon,Alex,100005058.00.05,4000001,7000265,7000273,15,Списано,01.01.2025,Afternoon
2025-01-01 16:54:00,Afternoon,Alex,100005058.00.05,4000004,7000265,7000323,15,Списано,01.01.2025,Afternoon
2025-01-01 17:00:00,Afternoon,Alex,100005058.00.05,4000004,7000265,7000324,15,Списано,01.01.2025,Afternoon
2025-01-01 17:06:00,Afternoon,Alex,100005058.00.05,4000004,7000265,7000325,15,Списано,01.01.2025,Afternoon
2025-01-01 17:12:00,Afternoon,Alex,100005058.00.05,4000004,7000265,7000326,15,Списано,01.01.2025,Afternoon
2025-01-01 17:18:00,Afternoon,Alex,100005058.00.05,4000004,7000327,7000328,15,Списано,01.01.2025,Afternoon
2025-01-01 17:24:00,Afternoon,Alex,100005058.00.05,4000004,7000327,7000329,15,Списано,01.01.2025,Afternoon
2025-01-01 17:30:00,Afternoon,Alex,100005058.00.05,4000004,7000327,7000330,15,Списано,01.01.2025,Afternoon
2025-01-01 17:36:00,Afternoon,Alex,100005058.00.05,4000004,7000327,7000331,15,Списано,01.01.2025,Afternoon
2025-01-01 17:42:00,Afternoon,Alex,100005058.00.05,4000004,7000327,7000332,15,Списано,01.01.2025,Afternoon
2025-01-01 17:48:00,Afternoon,Alex,100005058.00.05,4000004,7000327,7000333,15,Списано,01.01.2025,Afternoon
2025-01-01 17:54:00,Afternoon,Alex,100005058.00.05,4000004,7000327,7000334,15,Списано,01.01.2025,Afternoon
2025-01-01 18:30:00,Afternoon,Alex,100005058.00.05,4000004,7000327,7000335,15,Списано,01.01.2025,Afternoon
2025-01-01 18:36:00,Afternoon,Alex,100005058.00.05,4000004,7000327,7000336,15,Списано,01.01.2025,Afternoon
2025-01-01 18:42:00,Afternoon,Alex,100005058.00.05,4000004,7000327,7000337,15,Списано,01.01.2025,Afternoon
2025-01-01 18:48:00,Afternoon,Alex,100005058.00.05,4000004,7000327,7000338,15,Списано,01.01.2025,Afternoon
2025-01-01 18:54:00,Afternoon,Alex,100005058.00.05,4000004,7000327,7000339,15,Списано,01.01.2025,Afternoon
2025-01-01 19:00:00,Afternoon,Alex,100005058.00.05,4000004,7000340,7000341,15,Списано,01.01.2025,Afternoon
2025-01-01 19:06:00,Afternoon,Alex,100005058.00.05,4000004,7000340,7000342,15,Списано,01.01.2025,Afternoon
2025-01-01 19:12:00,Afternoon,Alex,100005058.00.05,4000004,7000340,7000343,15,Списано,01.01.2025,Afternoon
2025-01-01 19:18:00,Afternoon,Alex,100005058.00.05,4000004,7000340,7000344,15,Списано,01.01.2025,Afternoon
2025-01-01 19:24:00,Afternoon,Alex,100005058.00.05,4000004,7000340,7000345,9,Частково списано,01.01.2025,Afternoon
2025-01-01 14:00:00,Afternoon,Alex,100005078.00.06,4000001,7000053,7000176,15,Списано,01.01.2025,Afternoon
2025-01-01 14:06:00,Afternoon,Alex,100005078.00.06,4000001,7000053,7000177,15,Списано,01.01.2025,Afternoon
2025-01-01 14:12:00,Afternoon,Alex,100005078.00.06,4000001,7000053,7000178,15,Списано,01.01.2025,Afternoon
2025-01-01 14:18:00,Afternoon,Alex,100005078.00.06,4000001,7000053,7000179,15,Списано,01.01.2025,Afternoon
2025-01-01 14:24:00,Afternoon,Alex,100005078.00.06,4000001,7000053,7000180,15,Списано,01.01.2025,Afternoon
2025-01-01 14:30:00,Afternoon,Alex,100005078.00.06,4000001,7000053,7000181,15,Списано,01.01.2025,Afternoon
2025-01-01 14:36:00,Afternoon,Alex,100005078.00.06,4000001,7000053,7000182,15,Списано,01.01.2025,Afternoon
2025-01-01 14:42:00,Afternoon,Alex,100005078.00.06,4000001,7000053,7000183,15,Списано,01.01.2025,Afternoon
2025-01-01 14:48:00,Afternoon,Alex,100005078.00.06,4000001,7000053,7000184,15,Списано,01.01.2025,Afternoon
2025-01-01 14:54:00,Afternoon,Alex,100005078.00.06,4000001,7000186,7000187,15,Списано,01.01.2025,Afternoon
2025-01-01 15:00:00,Afternoon,Alex,100005078.00.06,4000001,7000186,7000188,15,Списано,01.01.2025,Afternoon
2025-01-01 15:06:00,Afternoon,Alex,100005078.00.06,4000001,7000186,7000189,15,Списано,01.01.2025,Afternoon
2025-01-01 15:12:00,Afternoon,Alex,100005078.00.06,4000001,7000186,7000190,15,Списано,01.01.2025,Afternoon
2025-01-01 15:18:00,Afternoon,Alex,100005078.00.06,4000001,7000186,7000191,15,Списано,01.01.2025,Afternoon
2025-01-01 15:24:00,Afternoon,Alex,100005078.00.06,4000001,7000186,7000194,15,Списано,01.01.2025,Afternoon
2025-01-01 15:30:00,Afternoon,Alex,100005078.00.06,4000001,7000186,7000195,15,Списано,01.01.2025,Afternoon
2025-01-01 15:36:00,Afternoon,Alex,100005078.00.06,4000001,7000186,7000196,15,Списано,01.01.2025,Afternoon
2025-01-01 15:42:00,Afternoon,Alex,100005078.00.06,4000001,7000186,7000197,15,Списано,01.01.2025,Afternoon
2025-01-01 15:48:00,Afternoon,Alex,100005078.00.06,4000001,7000186,7000198,15,Списано,01.01.2025,Afternoon
2025-01-01 15:54:00,Afternoon,Alex,100005078.00.06,4000001,7000186,7000199,15,Списано,01.01.2025,Afternoon
2025-01-01 16:00:00,Afternoon,Alex,100005078.00.06,4000001,7000186,7000200,15,Списано,01.01.2025,Afternoon
2025-01-01 16:06:00,Afternoon,Alex,100005078.00.06,4000001,7000201,7000202,15,Списано,01.01.2025,Afternoon
2025-01-01 16:12:00,Afternoon,Alex,100005078.00.06,4000001,7000201,7000203,15,Списано,01.01.2025,Afternoon
2025-01-01 16:18:00,Afternoon,Alex,100005078.00.06,4000001,7000201,7000204,15,Списано,01.01.2025,Afternoon
2025-01-01 16:24:00,Afternoon,Alex,100005078.00.06,4000001,7000201,7000205,15,Списано,01.01.2025,Afternoon
2025-01-01 16:30:00,Afternoon,Alex,100005078.00.06,4000001,7000201,7000206,15,Списано,01.01.2025,Afternoon
2025-01-01 16:36:00,Afternoon,Alex,100005078.00.06,4000001,7000201,7000207,15,Списано,01.01.2025,Afternoon
2025-01-01 16:42:00,Afternoon,Alex,100005078.00.06,4000001,7000201,7000208,15,Списано,01.01.2025,Afternoon
2025-01-01 16:48:00,Afternoon,Alex,100005078.00.06,4000001,7000201,7000209,15,Списано,01.01.2025,Afternoon
2025-01-01 16:54:00,Afternoon,Alex,100005078.00.06,4000004,7000201,7000274,15,Списано,01.01.2025,Afternoon
2025-01-01 17:00:00,Afternoon,Alex,100005078.00.06,4000004,7000201,7000275,15,Списано,01.01.2025,Afternoon
2025-01-01 17:06:00,Afternoon,Alex,100005078.00.06,4000004,7000201,7000276,15,Списано,01.01.2025,Afternoon
2025-01-01 17:12:00,Afternoon,Alex,100005078.00.06,4000004,7000201,7000277,15,Списано,01.01.2025,Afternoon
2025-01-01 17:18:00,Afternoon,Alex,100005078.00.06,4000004,7000278,7000279,15,Списано,01.01.2025,Afternoon
2025-01-01 17:24:00,Afternoon,Alex,100005078.00.06,4000004,7000278,7000280,15,Списано,01.01.2025,Afternoon
2025-01-01 17:30:00,Afternoon,Alex,100005078.00.06,4000004,7000278,7000281,15,Списано,01.01.2025,Afternoon
2025-01-01 17:36:00,Afternoon,Alex,100005078.00.06,4000004,7000278,7000282,15,Списано,01.01.2025,Afternoon
2025-01-01 17:42:00,Afternoon,Alex,100005078.00.06,4000004,7000278,7000283,15,Списано,01.01.2025,Afternoon
2025-01-01 17:48:00,Afternoon,Alex,100005078.00.06,4000004,7000278,7000284,15,Списано,01.01.2025,Afternoon
2025-01-01 17:54:00,Afternoon,Alex,100005078.00.06,4000004,7000278,7000286,15,Списано,01.01.2025,Afternoon
2025-01-01 18:30:00,Afternoon,Alex,100005078.00.06,4000004,7000278,7000287,15,Списано,01.01.2025,Afternoon
2025-01-01 18:36:00,Afternoon,Alex,100005078.00.06,4000004,7000278,7000288,15,Списано,01.01.2025,Afternoon
2025-01-01 18:42:00,Afternoon,Alex,100005078.00.06,4000004,7000278,7000289,15,Списано,01.01.2025,Afternoon
2025-01-01 18:48:00,Afternoon,Alex,100005078.00.06,4000004,7000278,7000290,15,Списано,01.01.2025,Afternoon
2025-01-01 18:54:00,Afternoon,Alex,100005078.00.06,4000004,7000278,7000291,15,Списано,01.01.2025,Afternoon
2025-01-01 19:00:00,Afternoon,Alex,100005078.00.06,4000004,7000294,7000295,15,Списано,01.01.2025,Afternoon
2025-01-01 19:06:00,Afternoon,Alex,100005078.00.06,4000004,7000294,7000296,15,Списано,01.01.2025,Afternoon
2025-01-01 19:12:00,Afternoon,Alex,100005078.00.06,4000004,7000294,7000297,15,Списано,01.01.2025,Afternoon
2025-01-01 19:18:00,Afternoon,Alex,100005078.00.06,4000004,7000294,7000298,15,Списано,01.01.2025,Afternoon
2025-01-01 19:24:00,Afternoon,Alex,100005078.00.06,4000004,7000294,7000299,9,Частково списано,01.01.2025,Afternoon
2025-01-01 14:00:00,Afternoon,Alex,100005081.00.05,4000001,7000114,7000210,15,Списано,01.01.2025,Afternoon
2025-01-01 14:06:00,Afternoon,Alex,100005081.00.05,4000001,7000114,7000211,15,Списано,01.01.2025,Afternoon
2025-01-01 14:12:00,Afternoon,Alex,100005081.00.05,4000001,7000114,7000212,15,Списано,01.01.2025,Afternoon
2025-01-01 14:18:00,Afternoon,Alex,100005081.00.05,4000001,7000114,7000213,15,Списано,01.01.2025,Afternoon
2025-01-01 14:24:00,Afternoon,Alex,100005081.00.05,4000001,7000114,7000214,15,Списано,01.01.2025,Afternoon
2025-01-01 14:30:00,Afternoon,Alex,100005081.00.05,4000001,7000114,7000215,15,Списано,01.01.2025,Afternoon
